Symbol,marketCap
ZOTA,122115.70
LINCOLN,122081.19
INDNIPPON,120979.38
XCHANGING,120037.50
CENTRUM,117529.25
RICOAUTO,117224.45
FOCUS,117217.20
KOPRAN,116312.90
BIGBLOC,116021.33
SHIVALIK,115745.78
GICHSGFIN,115537.46
JAYBARMARU,115069.75
DLINKINDIA,114858.19
TFCILTD,114818.20
INNOVANA,114810.25
EXCELINDUS,114135.60
ONMOBILE,113808.61
GRMOVER,113550.00
REMUS,112736.79
TRACXN,112594.73
HERCULES,112400.00
AGSTRA,111630.13
TREL,111545.77
ARIHANTSUP,111543.58
DVL,111186.08
UNIENTER,110473.58
LIKHITHA,110341.65
GANESHBE,109928.61
SKYGOLD,109431.79
SPORTKING,109094.56
FAZE3Q,108280.35
KAMOPAINTS,107855.20
CHEMCON,107291.32
RAJRILTD,107045.88
GFLLIMITED,106774.20
INFOBEAN,106524.32
CREATIVE,106169.81
SMCGLOBAL,106113.45
SNOWMAN,106100.88
CONSOFINVT,105965.83
NINSYS,105725.30
ASIANENE,105467.17
MKPL,105166.72
GIRIRAJ,104664.15
SBGLP,104084.55
BODALCHEM,104027.97
RUSHIL,103950.50
V2RETAIL,103906.38
VISHNUINFR,103902.03
BAJAJHCARE,103769.98
CSLFINANCE,103683.71
RAMCOSYS,102989.62
PANACEABIO,102840.00
RSWM,102446.16
NAHARSPING,102281.20
JAGSNPHARM,101884.02
SKMEGGPROD,101633.80
DBOL,101539.82
NCLIND,100575.11
SMSPHARMA,100481.96
ACL,100421.55
VHL,100336.12
NDRAUTO,99856.65
LINC,99473.32
ALLSEC,99430.08
ONEPOINT,99185.00
RGL,99111.51
DENTALKART,99100.29
STEELXIND,98628.33
KAMDHENU,98556.99
AMBIKCO,98364.09
KELLTONTEC,97859.99
ICEMAKE,97329.41
SPENCERS,97124.55
MOTISONS,96624.75
SRHHYPOLTD,96294.65
MAGADSUGAR,96062.64
GPTINFRA,95983.80
SCHAND,95967.36
ASIANTILES,95439.22
DYCL,95386.66
SUTLEJTEX,95266.34
E2E,95231.85
WEBELSOLAR,95189.47
RADIANTCMS,95023.39
PPL,94991.74
CENTENKA,94929.88
ZEEMEDIA,94439.73
GANDHITUBE,94170.25
MSPL,93848.55
YUKEN,92963.00
HIRECT,92469.48
EIMCOELECO,92291.28
UGARSUGAR,92137.50
AMNPLST,92103.48
HPAL,92058.48
SREEL,91960.13
ORIENTPPR,91770.37
SPECIALITY,90853.00
JUBLINDS,90688.88
TRU,90597.01
ORIANA,90340.45
TNPETRO,90241.39
VIMTALABS,89448.33
DPWIRES,89323.96
KERNEX,89224.05
WINDLAS,89173.89
DHARMAJ,88667.21
VINYAS,88596.47
INDOAMIN,88371.95
SILVERTUC,88139.29
GKWLIMITED,87856.71
ASALCBR,87512.37
MUNJALAU,87100.00
ENIL,87022.34
BLAL,86870.43
ROHLTD,86841.94
CHEVIOT,86727.24
WALCHANNAG,86663.66
MANAKSIA,86144.51
HITECHGEAR,86032.51
FOODSIN,85949.91
PAKKA,85719.39
BIRLACABLE,85680.00
KOTHARIPET,85474.40
SAKAR,85410.31
KOTYARK,85351.58
TBZ,85315.10
SANDESH,85015.95
HEXATRADEX,84993.98
BCONCEPTS,84830.27
VINYLINDIA,83470.53
OCCL,82847.83
DMCC,82688.35
3IINFOLTD,82610.91
STCINDIA,82440.00
CREST,82035.58
DENORA,81466.30
SWELECTES,80189.84
ZUARI,79468.60
DECCANCE,79128.37
DSSL,78678.06
MOLDTECH,78515.48
RUBYMILLS,78065.68
DHANBANK,77548.20
URJA,77241.65
NAGAFERT,77150.39
MAANALU,76962.76
MENONBE,76942.92
SUKHJITS,76594.67
PLASTIBLEN,76434.24
MEDICAMEQ,76305.11
GSLSU,76266.08
ADSL,75744.01
VALIANTLAB,75255.40
BALAJITELE,75241.05
JAYAGROGN,74940.00
SELAN,74898.00
MICEL,74848.86
VISAKAIND,74610.51
ESTER,74053.66
EMKAYTOOLS,73952.11
KECL,73520.38
ELIN,73421.16
INDOBORAX,72988.71
ARIHANTCAP,72358.40
DHUNINV,72187.54
NECLIFE,72099.90
SEMAC,71919.81
EMAMIPAP,71903.12
BHAGERIA,71336.41
ELDEHSG,71299.08
VLSFINANCE,71160.73
VIKASLIFE,71128.21
SHREEPUSHK,71031.73
FCSSOFT,70946.45
PYRAMID,70829.13
CHEMBOND,70576.62
MAXIND,70454.69
INDOTECH,70346.88
BGRENERGY,70141.04
APEX,69921.88
MEDICO,69540.59
BASILIC,68511.52
MALLCOM,68427.84
NRAIL,67770.06
SALZERELEC,67414.94
AXITA,67176.60
OSWALGREEN,67027.19
KHAICHEM,66971.04
HMVL,66930.60
HCL-INSYS,66829.62
HINDCOMPOS,66785.42
CELLECOR,66708.99
GHCLTEXTIL,66575.50
KAMATHOTEL,66562.73
ASAL,66551.15
TVSELECT,66423.11
ARROWGREEN,66319.03
ESSARSHPNG,66232.34
IRISDOREME,66194.57
RBL,65931.93
RITCO,65768.67
JETAIRWAYS,65432.09
VERTOZ,65249.15
LOKESHMACH,65206.88
DIGISPICE,65113.90
JPOLYINVST,64606.32
GRPLTD,64066.65
KHADIM,64043.70
MIRZAINT,63987.48
VLEGOV,63888.65
HUBTOWN,63587.78
SBC,63492.00
APCL,62421.37
DEEPENR,62336.00
20MICRONS,62174.82
MUTHOOTCAP,61702.92
RACE,61571.45
ACCENTMIC,61529.73
SHREYAS,61250.54
INDSWFTLAB,61184.44
GLOBAL,61112.34
ORIENTCER,61075.81
JINDALPHOT,60934.46
KRISHIVAL,60642.78
THEINVEST,60627.09
MACPOWER,59794.86
KILITCH,59392.00
STEL,59380.27
MINDTECK,59309.36
ORIENTBELL,59256.16
HTMEDIA,59234.45
RADIOCITY,59112.24
NIPPOBATRY,59013.75
OSIAHYPER,58884.76
ZUARIIND,58773.17
KANORICHEM,58701.99
BIRLAMONEY,58628.30
POCL,58437.77
MUNJALSHOW,57752.78
INTLCONV,57706.58
AARTISURF,57171.79
BBTCL,56990.48
CYBERTECH,56832.29
COOLCAPS,56759.60
ZIMLAB,56205.23
RATNAVEER,55967.89
PRIMESECU,55955.59
BEDMUTHA,55671.33
ALBERTDAVD,55664.80
KRITI,55506.34
NAHARPOLY,55433.63
WINDMACHIN,55386.83
UNIDT,54818.44
NAHARINDUS,54784.68
CLEDUCATE,54778.72
PTL,54671.70
WEL,54454.15
VENUSREM,54303.39
DIAMINESQ,54101.32
WSI,53501.33
GOKUL,53407.80
SARVESHWAR,53345.47
MMP,52939.05
RADHIKAJWE,52628.00
ORICONENT,52532.46
CHEMFAB,52439.25
SAHANA,52413.01
MAZDA,52383.40
GOACARBON,52325.72
ANNAPURNA,52274.34
PROZONER,51808.68
ASMS,51778.05
EXXARO,51675.94
DONEAR,51636.00
DOLPHIN,51285.87
NAHARCAP,51226.52
AUTOIND,50885.89
PHANTOMFX,50540.88
TIRUPATI,50042.40
PAVNAIND,49971.73
BANSWRAS,49704.99
MEGASOFT,49536.58
GENUSPAPER,49496.74
PDMJEPAPER,49279.05
NDLVENTURE,48251.43
ALLETEC,48102.53
SIGMA,47882.86
ORBTEXP,47858.44
GEECEE,47825.12
VARDHACRLC,47695.88
GEEKAYWIRE,47556.60
LIBERTSHOE,47490.48
ADVANIHOTR,47397.84
MBLINFRA,47349.09
SARLAPOLY,47346.20
SOUTHWEST,47322.47
UNIVPHOTO,47179.86
VIKASECO,47024.99
EUROBOND,47015.50
SHIVAMAUTO,46994.44
PARSVNATH,46781.98
NEWJAISA,46666.03
KRISHNADEF,46471.32
RBZJEWEL,46300.00
IFBAGRO,46156.44
SPMLINFRA,46063.74
WEALTH,45965.67
SIMPLEXINF,45799.97
SILINV,45578.09
NBIFIN,45530.76
OSWALAGRO,45505.59
DICIND,45454.29
MODISONLTD,45235.30
SGIL,44954.60
ASIANHOTNR,44800.79
SAHYADRI,44409.14
AVG,44286.79
BALAXI,44230.27
RPPINFRA,44068.25
KAYA,43999.86
HITECHCORP,43944.03
PLAZACABLE,43883.33
CINELINE,43874.31
SHYAMCENT,43707.64
KOTARISUG,43682.28
GOLDTECH,43607.99
SHEMAROO,43587.60
KRITINUT,43514.91
OSWALSEEDS,43257.69
UFO,43184.85
ESFL,42899.09
KORE,42850.50
NURECA,42790.75
LORDSCHLO,42748.99
SHIVAUM,42338.05
BRNL,41849.08
BPL,41653.88
SAKUMA,41634.30
TRIGYN,41422.21
EMAMIREAL,41325.53
WANBURY,41275.70
DUGLOBAL,41246.71
ALANKIT,41206.41
NRL,41138.23
BIL,41048.04
LYKALABS,40948.88
IITL,40926.66
IL&FSENGG,40778.66
GOLDSTAR,40438.44
KCPSUGIND,40308.39
TPLPLASTEH,40288.55
CLOUD,40225.84
PODDARMENT,40185.38
CRAYONS,40175.14
HIGREEN,40096.46
RUCHIRA,39977.36
SHREERAMA,39973.67
FOCE,39926.27
VMARCIND,39795.22
NATHBIOGEN,39414.30
VINSYS,39336.84
APOLSINHOT,39266.04
EIFFL,39258.40
NDL,38487.29
REMSONSIND,38462.32
SAAKSHI,38419.46
SYSTANGO,38248.90
VIPCLOTHNG,38200.89
MAWANASUG,37806.45
BROOKS,37690.32
RAMAPHO,37651.16
TIL,37628.54
PVP,37628.33
KOTHARIPRO,37454.05
RBMINFRA,37410.51
ANMOL,37221.85
IVC,37055.86
AURUM,36960.93
SADBHAV,36716.15
KODYTECH,36649.24
MEGASTAR,36618.54
MAHEPC,36593.69
MIRCELECTR,36490.51
RANASUG,36395.57
BEWLTD,36320.31
SRGHFL,36237.50
DRONE,36170.55
DYNPRO,36079.15
STARPAPER,36070.90
ASAHISONG,36045.45
DEVIT,36023.31
INSPIRISYS,35952.31
SHREYANIND,35772.19
NILAINFRA,35646.97
URAVI,35596.00
AYMSYNTEX,35520.68
REPL,35508.77
ROXHITECH,35453.43
PRAXIS,35424.94
HINDMOTORS,35263.42
PONNIERODE,35167.53
SCPL,35122.50
SKP,35026.00
EMKAY,35001.45
SMLT,34943.09
STARTECK,34839.77
COASTCORP,34821.51
SINTERCOM,34767.64
TIPSFILMS,34654.42
SOLEX,34560.00
PREMIERPOL,34376.48
AIRAN,34317.99
CAREERP,34302.79
PROV,34275.41
SAKHTISUG,34109.67
TAKE,34098.79
IZMO,33731.18
KNAGRI,33498.54
PPAP,33397.00
PASUPTAC,33335.79
BHAGYANGR,33210.81
PRECOT,32844.00
ZODIACLOTH,32817.07
MHLXMIRU,32800.72
ASHIMASYN,32773.87
SAH,32760.92
INFINIUM,32702.88
SHERA,32575.94
RVHL,32493.52
LOYALTEX,32489.34
UCAL,32473.86
DCMNVL,32405.89
MANORG,32399.28
HARRMALAYA,32075.49
ESSENTIA,31992.31
LGHL,31662.67
GSS,31511.00
MANAKSTEEL,31292.51
VISHWARAJ,31171.48
LGBFORGE,31085.42
BASML,30832.31
MURUDCERA,30751.57
JAYSREETEA,30725.65
GUJAPOLLO,30721.30
DELPHIFX,30690.72
PILITA,30667.50
ELECTHERM,30589.13
ABAN,30554.25
TEMBO,30329.88
INDTERRAIN,30074.05
SURANI,30023.50
KRITIKA,29956.50
HINDCON,29664.97
PRITIKAUTO,29653.29
AARON,29545.01
MWL,29535.56
VIRINCHI,29401.05
RAJMET,29168.64
ZODIAC,29040.06
KMSUGAR,29026.05
ELGIRUBCO,28953.93
MARALOVER,28744.29
ZEAL,28615.96
USASEEDS,28595.72
RAJTV,28396.60
PARAGON,28370.70
MCLEODRUSS,28359.73
PRITI,28059.47
GULFPETRO,27939.44
TRF,27912.69
MEP,27883.80
EQUIPPP,27835.71
MANOMAY,27605.54
SUPERHOUSE,27435.71
SECL,27229.84
GOYALSALT,27118.88
EFORCE,27085.50
NECCLTD,27034.92
PROPEQUITY,26818.46
FROG,26760.54
BAIDFIN,26655.16
ARIES,26600.38
KRISHCA,26554.00
PAR,26541.10
SELMC,26342.09
SUNDRMBRAK,26292.80
RANEENGINE,25942.76
RAMANEWS,25816.36
SUPREMEPWR,25715.88
KAPSTON,25380.44
IRIS,25208.23
ABINFRA,25203.94
KANPRPLA,25129.28
SEJALLTD,25037.90
TARACHAND,25001.25
RUCHINFRA,24998.23
GINNIFILA,24667.22
BTML,24660.86
AHLEAST,24640.67
SVLL,24479.91
SPECTSTM,24409.40
RHL,24407.23
LAL,24399.30
BYKE,24279.22
COMPUSOFT,23974.93
AKSHARCHEM,23974.78
SARTELE,23962.50
RPPL,23916.96
ALMONDZ,23914.49
INTENTECH,23901.60
MGEL,23861.89
HILTON,23845.50
NDGL,23799.00
DUCON,23784.55
SJLOGISTIC,23752.33
GILLANDERS,23711.35
CANARYS,23597.25
MAHESHWARI,23588.97
CORALFINAC,23576.80
GREENCHEF,23469.65
AURDIS,23370.00
SOFTTECH,23348.69
AARVI,23321.76
DTIL,23289.71
IVP,23177.30
PALREDTEC,23131.78
EROSMEDIA,23115.30
INDOTHAI,22965.00
NITCO,22779.29
WELINV,22752.77
MAGNUM,22717.77
QMSMEDI,22696.28
ATAM,22530.53
GENCON,22487.36
CCHHL,22476.40
GIRRESORTS,22472.06
RELCHEMQ,22430.78
ARSHIYA,22395.45
VITAL,22334.40
LLOYDS,22275.00
MADHAVBAUG,22246.46
KEL,22177.25
CHAVDA,22042.46
ASCOM,22016.80
SHIGAN,21992.03
VETO,21991.76
MOS,21943.32
INDOWIND,21896.30
INVENTURE,21840.00
SWASTIK,21802.73
SUVIDHAA,21782.11
BAFNAPH,21763.83
ALPA,21734.94
BSL,21665.01
INFOLLION,21610.72
TTL,21519.55
LOVABLE,21519.20
TEXMOPIPES,21429.13
ZEELEARN,21359.07
USK,21340.18
MODIRUBBER,21284.45
TREJHARA,21269.34
MAHAPEXLTD,21267.60
DCI,21162.00
DIGIKORE,21005.90
SURANAT&P,20974.91
IEL,20924.55
TOTAL,20908.62
EFACTOR,20744.64
VIPULLTD,20697.32
SALSTEEL,20646.91
A2ZINFRA,20606.02
RHFL,20593.62
FRETAIL,20335.65
DENEERS,20160.49
LATTEYS,20066.04
SPLIL,19952.00
KDL,19942.56
JOCIL,19898.22
TARMAT,19854.23
NOIDATOLL,19829.77
ATLANTAA,19763.75
UNIHEALTH,19727.34
UNITEDPOLY,19725.88
AKSHOPTFBR,19686.45
SRIVASAVI,19680.83
ARCHIDPLY,19656.42
AIROLAM,19555.11
ROCKINGDCE,19486.77
ASPINWALL,19350.26
VAISHALI,19279.81
KBCGLOBAL,19244.08
KAKATCEM,19216.98
SIGIND,19192.92
ARVEE,19059.09
AVONMORE,18986.17
VISESHINFO,18872.18
JMA,18809.61
AKI,18740.54
NILASPACES,18709.74
RAJSREESUG,18622.21
SHIVATEX,18549.64
FELIX,18498.11
MANAKCOAT,18480.60
BAHETI,18476.72
EMMBI,18406.71
GLOBALVECT,18361.00
TOUCHWOOD,18284.05
WEIZMANIND,18237.87
SHAH,18229.92
SMARTLINK,18089.66
DRCSYSTEMS,18081.60
NIRMAN,18076.13
ALPHAGEO,18066.39
PASHUPATI,18035.12
UMAEXPORTS,18003.73
BEARDSELL,17904.40
SHRITECH,17851.73
ISFT,17847.43
TECHLABS,17808.14
BHARATGEAR,17750.45
GVPTECH,17670.48
NIRAJ,17547.87
CAPTRUST,17547.62
RKEC,17537.13
BAGFILMS,17500.68
ARHAM,17364.15
MUKTAARTS,17356.73
LOTUSEYE,17344.14
TRANSTEEL,17333.34
DANGEE,17322.19
DYNAMIC,17255.97
WORTH,17223.72
AHLADA,17152.63
SIKKO,17136.00
KOHINOOR,17108.51
DUCOL,17106.31
FCONSUMER,16974.79
KREBSBIO,16892.72
PRAKASHSTL,16887.54
INDBANK,16863.72
XELPMOC,16693.15
AMJLAND,16687.00
UMANGDAIRY,16656.42
DJML,16528.70
JHS,16517.17
CADSYS,16505.50
SURANASOL,16385.80
RILINFRA,16381.70
SADBHIN,16378.47
URBAN,16313.28
LAMBODHARA,16256.51
UNITEDTEA,16176.38
SECURKLOUD,16120.62
SMSLIFE,16011.33
IL&FSTRANS,15954.56
MANAKALUCO,15924.77
INDIANCARD,15913.29
SUMIT,15859.38
THOMASCOTT,15850.71
BALPHARMA,15812.27
PARTYCRUS,15730.40
PANSARI,15719.57
MADHUSUDAN,15718.65
INCREDIBLE,15665.86
KARNIKA,15629.57
LAGNAM,15557.55
VARDMNPOLY,15555.85
MANGALAM,15535.43
TIRUPATIFL,15484.00
SIL,15438.95
3RDROCK,15316.15
SALONA,15300.43
AMDIND,15285.48
YUDIZ,15272.68
SWARAJ,15263.62
FIDEL,15187.49
ASTRON,15089.25
RSSOFTWARE,15052.22
CENTEXT,15040.00
LASA,14980.27
KALYANIFRG,14917.62
RMDRIP,14859.20
CMNL,14830.81
DCM,14774.10
MOTOGENFIN,14755.06
CTE,14713.45
IPSL,14636.42
CORDSCABLE,14621.32
PRAENG,14546.64
ACCURACY,14529.04
ANLON,14452.49
AARTECH,14264.90
SUNDARAM,14216.33
SONAMLTD,14211.36
SURYALAXMI,14179.19
GOYALALUM,14130.55
ARTNIRMAN,14062.71
GTL,13999.41
ALKALI,13878.76
OMAXAUTO,13859.23
FLEXITUFF,13858.09
MAHASTEEL,13854.20
SHRADHA,13729.09
GOLDKART,13722.02
TAINWALCHM,13708.70
ANIKINDS,13682.47
WIPL,13664.62
SUPREMEINF,13581.59
PULZ,13575.48
SSFL,13491.24
ABCOTS,13379.86
JAINAM,13344.08
OILCOUNTUB,13264.71
SECMARK,13237.94
GRAPHISAD,13213.91
SOTAC,13039.00
PIONEEREMB,13011.67
GICL,12958.14
AAREYDRUGS,12831.96
ENERGYDEV,12682.50
SHAHALLOYS,12630.83
MAL,12626.85
PATINTLOG,12529.63
SVPGLOB,12523.50
PARIN,12452.16
SHREEOSFM,12419.94
MITCON,12410.60
GANGESSECU,12409.57
GTECJAINX,12379.75
OBCL,12354.51
DOLLEX,12284.26
MHHL,12263.64
NITIRAJ,12188.44
SIMBHALS,12156.67
TIMESGTY,12122.76
VELS,12004.44
CROWN,11935.07
MDL,11868.46
DIL,11789.79
HPIL,11779.24
PALASHSECU,11733.64
BLBLIMITED,11709.65
DBSTOCKBRO,11707.50
UNIVASTU,11705.54
PRUDMOULI,11675.22
AAKASH,11643.75
AGRITECH,11553.30
DAMODARIND,11521.85
QUICKTOUCH,11415.50
BANKA,11405.18
BVCL,11368.08
S&SPOWER,11321.20
ONDOOR,11288.75
TOKYOPLAST,11235.41
HOMESFY,11200.36
AVROIND,11171.80
ZENITHSTL,11169.02
SYNOPTICS,11151.20
STEELCITY,11050.84
BABAFP,11020.32
HISARMETAL,11013.30
AKSHAR,10999.56
MCON,10873.97
DGCONTENT,10793.70
SOMICONVEY,10784.28
RCDL,10774.09
MRO-TEK,10743.65
AAATECH,10736.03
GRCL,10735.80
YAARI,10697.10
VIVIANA,10680.33
ARABIAN,10619.70
GROBTEA,10606.84
VERTEXPLUS,10594.81
MCL,10558.55
NIBL,10552.45
MARSHALL,10516.54
ARIHANTACA,10502.74
KHFM,10401.54
DELTAMAGNT,10384.52
PRESSTONIC,10297.19
SAMPANN,10193.11
BHANDARI,9969.72
PKTEA,9931.58
LPDC,9926.59
HOLMARC,9909.30
LEMERITE,9862.02
INDSWFTLTD,9857.97
MBECL,9812.65
MAGSON,9800.73
CINEVISTA,9706.76
PANACHE,9678.00
FIBERWEB,9674.01
ARCHIES,9661.08
REGENCERAM,9585.07
TPHQ,9473.42
AATMAJ,9412.90
SHEETAL,9405.38
SETCO,9363.71
PROLIFE,9334.50
CELEBRITY,9243.25
HECPROJECT,9230.79
GLOBALPET,9200.16
MARCO,9181.21
AGROPHOS,9163.90
HOVS,9131.35
CUBEXTUB,9128.35
AUSOMENT,9086.91
KARMAENG,9070.82
DHRUV,9064.41
WEWIN,9053.45
PENTAGON,9020.70
AUROIMPEX,9010.29
ATALREAL,8992.22
TREEHOUSE,8885.25
VINNY,8839.69
BIOFILCHEM,8812.26
AMBANIORG,8788.03
GOLDENTOBC,8733.97
RELIABLE,8668.80
ZENITHEXPO,8658.28
MONOPHARMA,8657.60
ASHOKAMET,8623.62
VASWANI,8610.00
INSPIRE,8573.86
PRITIKA,8568.63
KEYFINSERV,8562.37
LEXUS,8539.87
CPS,8502.90
CELLPOINT,8445.89
PODDARHOUS,8440.53
ORIENTLTD,8375.00
MORARJEE,8320.11
MAITREYA,8307.38
SHIVAMILLS,8304.78
PRAMARA,8267.03
CEREBRAINT,8231.01
MAHICKRA,8211.50
NAGREEKEXP,8168.55
MICROPRO,8164.96
TRIDHYA,8104.22
SECURCRED,8089.36
CLSL,8030.09
VIAZ,8024.41
AKG,7928.26
TERASOFT,7769.87
AVSL,7767.44
TAPIFRUIT,7759.44
SCML,7747.05
COMPINFO,7719.13
JAIPURKURT,7700.77
GSTL,7673.78
SHRENIK,7650.00
SAMBHAAV,7548.88
SHUBHLAXMI,7540.63
VINEETLAB,7527.32
MOKSH,7512.41
AROGRANITE,7466.40
KANANIIND,7370.58
PARASPETRO,7352.86
SOMATEX,7234.23
ICDSLTD,7203.77
PNC,7190.10
ACSAL,7179.51
ROML,7127.12
UCL,7116.63
BMETRICS,7074.35
GANGAFORGE,7046.24
MANUGRAPH,7010.67
SITINET,6976.43
ANKITMETAL,6843.86
MALUPAPER,6738.40
SHANTHALA,6667.92
AARVEEDEN,6615.66
UWCSL,6608.54
BANG,6529.14
SIDDHIKA,6518.85
PIGL,6508.16
SERVICE,6393.17
MAKS,6380.01
BANARBEADS,6344.23
REXPIPES,6303.15
AISL,6282.15
NGIL,6235.32
AKASH,6213.84
ISHAN,6108.65
TFL,6051.44
CBAZAAR,6007.14
DNAMEDIA,6003.11
GLOBE,5970.09
COMMITTED,5945.28
JETFREIGHT,5916.48
UMA,5869.41
SPYL,5859.90
FLFL,5851.47
YCCL,5829.78
BDR,5824.34
PRECISION,5739.45
MASTER,5718.00
DKEGL,5706.08
EXCEL,5642.78
DESTINY,5616.62
AJOONI,5607.28
SANGANI,5600.35
WOMANCART,5541.94
MADHAV,5484.51
LFIC,5472.00
BURNPUR,5425.83
SEYAIND,5420.39
JETKNIT,5389.82
MILTON,5344.93
VSCL,5343.19
PEARLPOLY,5294.59
HBSL,5267.60
OMFURN,5207.09
MADHUCON,5165.65
ABMINTLLTD,5164.99
AMBICAAGAR,5144.63
ADL,5126.52
KEEPLEARN,5080.11
BINANIIND,5065.64
RKDL,5052.00
AGNI,5020.44
CMRSL,5006.88
SUULD,4989.44
INDIFRA,4986.36
CYBERMEDIA,4943.01
TCLCONS,4931.64
SANGINITA,4878.13
TIMESCAN,4856.66
FSC,4849.14
3PLAND,4842.00
LIBAS,4742.02
SRPL,4712.40
SEL,4707.06
KONTOR,4702.98
VEEKAYEM,4682.96
NIDAN,4628.70
SUPERSPIN,4620.00
SAGARDEEP,4614.03
JFLLIFE,4564.35
EDUCOMP,4531.29
HAVISHA,4529.31
SONUINFRA,4462.73
TGBHOTELS,4451.53
ADROITINFO,4448.69
ARISTO,4425.07
SGL,4372.53
MARINETRAN,4371.38
ASLIND,4343.93
GODHA,4330.56
DIACABS,4319.42
LAXMICOT,4304.07
PATTECH,4188.88
JIWANRAM,4157.70
COUNCODOS,4151.46
NEXTMEDIA,4147.36
TNTELE,4133.26
ACEINTEG,4131.00
AGUL,4058.16
AGARWALFT,4056.35
BALKRISHNA,4011.33
KKVAPOW,3968.13
AMEYA,3930.00
KHANDSE,3912.60
GATECH,3893.19
TECILCHEM,3887.56
WALPAR,3880.60
WILLAMAGOR,3829.25
SHAIVAL,3825.21
BOHRAIND,3824.49
SAHAJ,3726.59
MEGAFLEX,3545.86
FMNL,3538.98
21STCENMGM,3459.75
KSHITIJPOL,3419.03
NKIND,3413.62
HEADSUP,3400.72
ROLLT,3376.76
PLADAINFO,3356.72
GUJRAFFIA,3264.32
VILINBIO,3250.35
KRIDHANINF,3222.49
VIVIDHA,3219.71
SABAR,3209.81
QUADPRO,3108.83
MITTAL,3061.56
NARMADA,3014.59
INFOMEDIA,3011.65
IMPEXFERRO,2989.67
KAUSHALYA,2943.60
QFIL,2939.62
CONTI,2885.81
MINDPOOL,2870.91
KAVVERITEL,2867.71
UNIINFO,2865.76
MTEDUCARE,2853.01
LCCINFOTEC,2848.35
KHAITANLTD,2845.25
CALSOFT,2813.19
SILGO,2798.58
MOXSH,2778.59
ORIENTALTL,2763.87
SUNREST,2722.77
RICHA,2721.60
HYBRIDFIN,2708.14
VCL,2664.41
RITEZONE,2654.49
SUPREMEENG,2624.48
VERA,2566.20
LRRPL,2499.84
MOHITIND,2463.42
WINSOME,2404.05
OLIL,2385.72
MASKINVEST,2309.99
PERFECT,2301.40
ANTGRAPHIC,2247.64
ONELIFECAP,2237.80
MPTODAY,2215.48
TECHIN,2148.90
SAROJA,2130.86
LYPSAGEMS,2122.85
SPENTEX,2109.64
SHANTI,1976.87
NAGREEKCAP,1961.68
EASTSILK,1894.86
ORTINLAB,1878.35
GRETEX,1872.06
TIJARIA,1832.10
OMKARCHEM,1821.15
VIVO,1813.50
SILLYMONKS,1720.60
SPRL,1700.03
AILIMITED,1683.03
DIGJAMLMTD,1650.00
UMESLTD,1637.78
VIJIFIN,1567.50
KANDARP,1525.41
BRIGHT,1524.94
TVVISION,1511.04
KCK,1485.00
AMIABLE,1433.52
JAKHARIA,1373.57
BLUECHIP,1354.96
ARENTERP,1321.03
GLFL,1302.04
NORBTEAEXP,1292.50
INNOVATIVE,1214.43
KALYANI,1193.00
TRANSWIND,1177.26
DRL,1161.01
SMVD,1078.24
EUROTEXIND,1032.48
RADAAN,1029.07
SHYAMTEL,1014.30
TARAPUR,1004.25
SABTN,978.45
MANAV,967.29
PREMIER,956.74
BKMINDST,917.48
ACCORD,876.68
ALPSINDUS,860.51
DCMFINSERV,854.58
ABNINT,839.06
SANCO,837.25
AHIMSA,823.84
CREATIVEYE,812.36
UNIVAFOODS,794.92
JALAN,785.01
BLUECOAST,771.28
NIRAJISPAT,672.00
SABEVENTS,639.51
MELSTAR,607.03
LAKPRE,590.85
BHALCHANDR,476.00
SKSTEXTILE,425.36
VASA,341.58
